age,A2,C1,D2,D4,D8,D10,D15,job,F15,M8,E17,G1,J2,J4,J9,E1,E2,J17,M6,life_satisfaction
64,Very well,No,Sometimes,Sometimes,Often,Rarely,Sometimes,Doesn't hold an ordinary or supported job,7,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Less frequently,175,62,5,0,High
34,Well,No,Sometimes,Often,Often,Often,Often,Holds an ordinary or supported job,9,Average,Parents,No,Less frequently,Less frequently,Less frequently,176,88,3,1000,High
20,Well,No,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Doesn't hold an ordinary or supported job,4,Good,Parents,No,Less frequently,Several times a week,Less frequently,156,50,1,1500,Low
64,Well,No,Rarely,Often,Sometimes,Sometimes,Often,Doesn't hold an ordinary or supported job,7,Average,Siblings,Yes,Several times a month,Less frequently,Less frequently,178,81,3,200,High
45,Very well,No,Never,Often,Rarely,Often,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Less frequently,Less frequently,160,51,2,500,High
22,Very well,No,Rarely,Always,Never,Sometimes,Often,Doesn't hold an ordinary or supported job,9,Average,Friends/colleagues,No,Less frequently,Several times a week,Less frequently,170,69,1,200,High
23,Average,Yes,Rarely,Often,Sometimes,Often,Often,Doesn't hold an ordinary or supported job,5,Average,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a month,Once a month,187,103,0,0,High
21,Well,No,Sometimes,Sometimes,Often,Often,Sometimes,Doesn't hold an ordinary or supported job,8,Bad,Parents,No,Once a week,Several times a week,Less frequently,187,100,2,3000,Medium
40,Poor,No,Rarely,Always,Rarely,Never,Always,Holds an ordinary or supported job,8,Bad,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Several times a week,Never,170,95,0,500,High
34,Well,No,Rarely,Sometimes,Often,Often,Sometimes,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Less frequently,Less frequently,172,82,2,3000,High
31,Very well,No,Sometimes,Sometimes,Often,Sometimes,Often,Holds an ordinary or supported job,9,Good,Friends/colleagues,No,Several times a week,Several times a month,Once a month,169,66,3,200,Medium
19,Well,No,Sometimes,Often,Sometimes,Often,Always,Doesn't hold an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Less frequently,150,52,0,2000,High
44,Average,No,Rarely,Often,Rarely,Often,Often,Holds an ordinary or supported job,6,Bad,Partner/spouse/boy-/girlfriend,Yes,Once a month,Less frequently,Less frequently,183,104,1,100,Medium
40,Average,No,Sometimes,Often,Sometimes,Often,Sometimes,Doesn't hold an ordinary or supported job,6,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Less frequently,183,105,10,3000,Low
28,Well,No,Rarely,Rarely,Often,Always,Often,Holds an ordinary or supported job,7,Average,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Once a month,Never,188,65,4,0,Medium
38,Well,No,Rarely,Sometimes,Rarely,Often,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a month,Less frequently,185,82,3,100,High
34,Well,No,Rarely,Often,Rarely,Rarely,Sometimes,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Several times a week,Several times a month,190,97,1,1,High
45,Well,No,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,9,Average,Others,Yes,Once a month,Once a week,Less frequently,170,56,1,100,High
18,Well,No,Rarely,Often,Never,Often,Often,Doesn't hold an ordinary or supported job,8,Average,Parents,No,Daily,Once a week,Several times a month,160,52,1,2000,High
51,Average,Yes,Never,Often,Sometimes,Often,Sometimes,Holds an ordinary or supported job,9,Bad,I dont share this with anyone,No,Less frequently,Once a month,Never,178,60,2,100,Low
59,Well,No,Never,Always,Rarely,Always,Sometimes,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Once a week,Once a month,160,72,2,6000,High
44,Very well,No,Never,Always,Rarely,Always,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Several times a month,Less frequently,188,86,12,500,High
19,Average,No,Rarely,Sometimes,Always,Rarely,Rarely,,9,Very bad,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Never,Once a month,175,68,2,1000,Low
64,Well,Yes,Rarely,Sometimes,Often,Sometimes,Often,Doesn't hold an ordinary or supported job,6,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Once a month,Several times a month,165,75,1,1500,High
25,Average,Yes,Sometimes,Rarely,Often,Rarely,Sometimes,Doesn't hold an ordinary or supported job,9,Very bad,Friends/colleagues,Yes,Less frequently,Several times a month,Once a month,174,75,2,1000,Medium
26,Average,Yes,Sometimes,Sometimes,Often,Often,Sometimes,Holds an ordinary or supported job,8,Good,Parents,Yes,Several times a month,Once a month,Less frequently,170,75,2,6000,High
40,Well,No,Never,Often,Sometimes,Often,Often,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Once a month,Daily,Less frequently,160,100,2,1000,High
32,Average,Yes,Often,Rarely,Often,Sometimes,Often,Holds an ordinary or supported job,6,Bad,Others,No,Several times a month,Once a month,Less frequently,172,66,3,3000,High
26,Average,No,Rarely,Sometimes,Sometimes,Sometimes,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Less frequently,Once a month,158,56,1,400,High
39,Well,No,Rarely,Always,Rarely,Always,Often,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Less frequently,Less frequently,175,96,1,1500,High
51,Poor,Yes,Sometimes,Sometimes,Sometimes,Often,Rarely,Doesn't hold an ordinary or supported job,2,Average,Friends/colleagues,No,Refuse to answer,Several times a week,Less frequently,164,61,1,0,Low
53,Average,No,Rarely,Often,Rarely,Always,Always,Holds an ordinary or supported job,8,Average,Siblings,No,Less frequently,Once a month,Less frequently,177,78,4,3500,Medium
44,Well,No,Rarely,Often,Always,Sometimes,Often,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Daily,Less frequently,Several times a month,178,73,1,1000,Medium
57,Well,Yes,Rarely,Always,Sometimes,Always,Rarely,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a month,Less frequently,185,105,0,0,High
64,Well,No,Rarely,Often,Rarely,Sometimes,Often,Holds an ordinary or supported job,7,Good,Children,No,Never,Several times a month,Less frequently,172,60,0,2500,High
51,Well,No,Rarely,Often,Rarely,Never,Always,,7,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Never,Less frequently,180,77,2,300,High
20,Very well,No,Sometimes,Often,Rarely,Often,Sometimes,Holds an ordinary or supported job,8,Good,Parents,No,Several times a month,Once a week,Several times a month,195,95,3,0,High
17,Poor,No,Never,Rarely,Never,Often,Often,Doesn't hold an ordinary or supported job,8,Bad,I dont share this with anyone,No,Never,Several times a week,Several times a month,167,60,2,300,Medium
57,Average,Yes,Sometimes,Often,Sometimes,Often,Often,Holds an ordinary or supported job,8,Average,Others,No,Several times a month,Several times a week,Several times a month,168,61,1,0,Medium
35,Well,No,Rarely,Sometimes,Often,Often,Sometimes,Holds an ordinary or supported job,8,Good,Parents,Yes,Several times a week,Several times a month,Less frequently,176,73,2,4000,High
46,Average,No,Sometimes,Sometimes,Sometimes,Sometimes,Often,Holds an ordinary or supported job,7,Average,Friends/colleagues,Yes,Several times a month,Several times a week,Once a month,175,68,1,2000,Medium
16,Well,Yes,Rarely,Always,Rarely,Often,Often,Doesn't hold an ordinary or supported job,8,Bad,I dont share this with anyone,No,Once a month,Several times a month,Once a month,178,88,1,0,High
29,Well,No,Never,Sometimes,Rarely,Sometimes,Often,Holds an ordinary or supported job,7,Bad,Partner/spouse/boy-/girlfriend,Yes,Once a week,Never,Less frequently,168,67,0,3500,High
49,Well,No,Sometimes,Often,Often,Sometimes,Sometimes,Holds an ordinary or supported job,3,Good,I dont share this with anyone,No,Several times a month,Less frequently,Less frequently,171,75,1,100,Low
51,Well,No,Sometimes,Often,Sometimes,Rarely,Sometimes,Holds an ordinary or supported job,8,Very good,I dont share this with anyone,No,Less frequently,Several times a month,Never,178,85,1,1500,High
54,Poor,Yes,Sometimes,Rarely,Often,Sometimes,Often,Doesn't hold an ordinary or supported job,1,Bad,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a month,Less frequently,158,65,1,500,High
33,Very well,No,Rarely,Often,Rarely,Often,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Never,163,50,0,200,High
20,Well,No,Never,Often,Sometimes,Sometimes,Sometimes,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Once a week,Several times a week,Once a month,169,72,0,200,High
36,Well,No,Never,Often,Never,Rarely,Often,Doesn't hold an ordinary or supported job,7,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a month,Less frequently,164,58,1,200,High
17,Very well,No,Sometimes,Often,Rarely,Often,Often,Doesn't hold an ordinary or supported job,8,Average,I dont share this with anyone,No,Once a month,Refuse to answer,Once a month,166,128,0,300,Medium
39,Well,No,Never,Sometimes,Often,Sometimes,Always,Doesn't hold an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Less frequently,193,90,2,0,High
45,Very well,Yes,Rarely,Often,Rarely,Sometimes,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Several times a week,Less frequently,192,106,2,0,High
60,Well,No,Rarely,Often,Sometimes,Always,Often,Holds an ordinary or supported job,7,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a month,Less frequently,184,87,0,0,High
42,Well,No,Never,Often,Sometimes,Often,Often,Holds an ordinary or supported job,9,Good,Parents,No,Once a week,Once a week,Several times a month,182,96,0,5000,High
47,Well,No,Rarely,Often,Sometimes,Sometimes,Always,Holds an ordinary or supported job,7,Average,Children,No,Once a month,Less frequently,Less frequently,175,82,2,0,High
29,Very well,No,Never,Often,Rarely,Sometimes,Always,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Daily,Several times a month,168,72,1,50,High
21,Well,No,Rarely,Often,Rarely,Always,Often,Doesn't hold an ordinary or supported job,8,Good,Friends/colleagues,No,Once a month,Less frequently,Once a month,171,59,3,1000,High
47,Well,Yes,Never,Always,Never,Rarely,Sometimes,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Several times a month,Less frequently,170,81,3,3000,High
52,Average,No,Never,Often,Always,Often,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a week,Less frequently,171,70,1,4000,Medium
28,Well,No,Rarely,Often,Sometimes,Always,Often,Doesn't hold an ordinary or supported job,8,Very bad,Friends/colleagues,No,Once a month,Daily,Several times a month,185,96,1,500,High
59,Average,Yes,Rarely,Always,Rarely,Always,Often,Doesn't hold an ordinary or supported job,3,Average,Partner/spouse/boy-/girlfriend,Yes,Once a week,Once a month,Less frequently,178,77,1,100,High
55,Very well,No,Sometimes,Often,Sometimes,Always,Always,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Less frequently,176,60,1,3600,High
56,Average,No,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Once a week,186,85,1,1000,High
55,Well,No,Rarely,Often,Rarely,Often,Often,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a month,Less frequently,174,68,1,0,High
60,Very well,No,Never,Always,Sometimes,Rarely,Always,Holds an ordinary or supported job,8,Very good,I dont share this with anyone,Yes,Several times a week,Several times a week,Several times a month,167,99,0,3708,High
37,Well,No,Rarely,Often,Rarely,Often,Often,Holds an ordinary or supported job,5,Average,Partner/spouse/boy-/girlfriend,Yes,Refuse to answer,Several times a month,Once a month,179,91,0,2000,High
26,Well,No,Never,Often,Rarely,Always,Often,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Once a month,178,72,5,0,High
34,Well,No,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Once a month,Less frequently,Less frequently,172,68,3,0,High
39,Poor,Yes,Rarely,Often,Rarely,Often,Sometimes,Holds an ordinary or supported job,6,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Refuse to answer,Several times a week,172,71,0,500,High
36,Very well,No,Rarely,Often,Sometimes,Sometimes,Always,Holds an ordinary or supported job,7,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Once a week,Less frequently,180,84,2,10,High
20,Average,No,Rarely,Often,Rarely,Often,Often,Doesn't hold an ordinary or supported job,6,Bad,Parents,No,Several times a month,Several times a week,Several times a month,167,53,3,500,Low
51,Average,Yes,Rarely,Always,Rarely,Often,Often,Holds an ordinary or supported job,8,Good,Friends/colleagues,No,Refuse to answer,Several times a month,Less frequently,189,105,0,0,Medium
45,Average,No,Rarely,Often,Rarely,Often,Often,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Once a week,Less frequently,157,47,3,2500,Medium
47,Well,Yes,Never,Always,Rarely,Always,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a month,Less frequently,166,60,1,1000,High
59,Well,Yes,Never,Always,Rarely,Often,Often,Holds an ordinary or supported job,8,Good,Siblings,No,Several times a week,Several times a week,Less frequently,168,72,2,1000,High
40,Well,No,Rarely,Often,Often,Often,Always,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Several times a month,Less frequently,180,68,0,500,High
55,Well,Yes,Rarely,Often,Rarely,Rarely,Always,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Several times a month,Less frequently,173,89,0,0,High
16,Poor,Yes,Sometimes,Rarely,Often,Often,Sometimes,Doesn't hold an ordinary or supported job,7,Good,Friends/colleagues,No,Several times a week,Once a week,Once a month,161,60,2,0,High
57,Well,No,Rarely,Often,Sometimes,Sometimes,Often,Doesn't hold an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Less frequently,Less frequently,178,82,0,0,High
57,Average,No,Rarely,Sometimes,Often,Rarely,Often,Holds an ordinary or supported job,6,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Less frequently,Less frequently,173,65,0,5500,High
25,Average,Yes,Rarely,Sometimes,Sometimes,Often,Sometimes,Doesn't hold an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a week,Several times a month,175,55,1,0,High
17,Well,No,Never,Always,Never,Sometimes,Often,Doesn't hold an ordinary or supported job,7,Average,Friends/colleagues,No,Refuse to answer,Daily,Less frequently,183,80,1,1000,High
54,Poor,No,Sometimes,Sometimes,Often,Sometimes,Often,Holds an ordinary or supported job,3,Good,Friends/colleagues,No,Once a month,Less frequently,Less frequently,163,67,2,200,Low
32,Well,No,Rarely,Often,Rarely,Sometimes,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Several times a month,Less frequently,174,72,1,0,High
41,Well,No,Rarely,Often,Sometimes,Always,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Less frequently,Less frequently,172,66,0,1000,High
29,Well,No,Never,Always,Sometimes,Sometimes,Always,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Several times a month,Once a month,182,85,1,1500,High
62,Well,No,Rarely,Always,Sometimes,Often,Often,Doesn't hold an ordinary or supported job,9,Average,Children,No,Several times a month,Several times a week,Once a month,174,82,2,100,High
60,Poor,Yes,Rarely,Often,Often,Often,Always,Doesn't hold an ordinary or supported job,0,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Less frequently,Never,167,59,2,0,High
28,Well,No,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Less frequently,165,57,1,500,High
49,Average,Yes,Never,Sometimes,Never,Sometimes,Often,Doesn't hold an ordinary or supported job,1,Bad,I dont share this with anyone,Yes,Refuse to answer,Less frequently,Never,181,80,4,1200,Medium
18,Well,No,Rarely,Never,Often,Never,Sometimes,Doesn't hold an ordinary or supported job,7,Very bad,I dont share this with anyone,No,Less frequently,Once a week,Less frequently,195,196,0,20,Low
54,Poor,Yes,Sometimes,Rarely,Often,Rarely,Rarely,,0,Very bad,Friends/colleagues,Yes,Several times a month,Less frequently,Less frequently,174,110,2,2000,Low
18,Very well,No,Rarely,Always,Sometimes,Always,Always,Doesn't hold an ordinary or supported job,8,Good,Friends/colleagues,Yes,Several times a week,Several times a week,Less frequently,178,99,1,0,High
45,Average,No,Rarely,Sometimes,Sometimes,Sometimes,Often,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Once a week,Less frequently,164,58,12,1000,High
55,Average,No,Never,Often,Rarely,Often,Often,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Less frequently,178,94,0,10000,High
46,Average,No,Often,Sometimes,Often,Sometimes,Sometimes,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Once a month,192,85,3,0,Medium
17,Very well,No,Never,Often,Sometimes,Always,Sometimes,Doesn't hold an ordinary or supported job,7,Good,I dont share this with anyone,No,Once a month,Several times a month,Several times a month,165,64,2,300,High
55,Average,Yes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Doesn't hold an ordinary or supported job,0,Good,I dont share this with anyone,No,Several times a month,Refuse to answer,Never,174,72,3,500,Medium
44,Average,Yes,Never,Often,Rarely,Often,Often,Holds an ordinary or supported job,7,Very good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Less frequently,Less frequently,176,68,0,300,High
21,Well,No,Sometimes,Sometimes,Sometimes,Always,Often,Doesn't hold an ordinary or supported job,6,Average,Siblings,No,Less frequently,Less frequently,Once a month,164,54,2,500,Medium
18,Well,No,Never,Often,Rarely,Always,Often,Doesn't hold an ordinary or supported job,5,Average,Parents,Yes,Daily,Daily,Several times a month,164,67,1,100,High
17,Average,No,Sometimes,Sometimes,Often,Sometimes,Sometimes,Holds an ordinary or supported job,7,Average,Parents,No,Several times a month,Once a week,Several times a month,181,84,0,2000,Medium
58,Average,No,Sometimes,Sometimes,Sometimes,Often,Sometimes,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Never,Less frequently,193,112,0,0,High
60,Well,No,Never,Often,Rarely,Rarely,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Several times a month,Less frequently,167,49,1,0,High
19,Well,No,Never,Often,Sometimes,Often,Sometimes,Doesn't hold an ordinary or supported job,7,Average,Partner/spouse/boy-/girlfriend,Yes,Once a week,Less frequently,Less frequently,182,87,3,100,High
17,Well,No,Never,Often,Rarely,Always,Often,Doesn't hold an ordinary or supported job,9,Good,Friends/colleagues,No,Once a month,Daily,Less frequently,181,120,0,6000,High
29,Very well,No,Never,Sometimes,Rarely,Often,Often,Holds an ordinary or supported job,9,Average,Friends/colleagues,Yes,Less frequently,Several times a month,Less frequently,167,120,0,1000,High
54,Average,No,Sometimes,Sometimes,Often,Never,Often,,9,Average,Other family,No,Several times a month,Refuse to answer,Less frequently,160,57,10,300,Low
59,Well,Yes,Rarely,Sometimes,Often,Sometimes,Sometimes,Holds an ordinary or supported job,7,Very good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Several times a month,Less frequently,156,80,2,3500,High
43,Very well,No,Rarely,Often,Often,Often,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Less frequently,Less frequently,173,72,0,3000,High
46,Well,No,Rarely,Sometimes,Sometimes,Often,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Several times a month,Less frequently,172,96,2,3000,High
55,Average,Yes,Rarely,Sometimes,Sometimes,Often,Often,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Once a month,175,52,3,2000,High
63,Very well,No,Never,Always,Never,Always,Always,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Several times a week,Once a month,182,85,0,0,High
44,Very well,No,Never,Often,Sometimes,Often,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a week,Once a week,168,74,2,2000,High
41,Average,No,Rarely,Often,Sometimes,Rarely,Often,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Once a week,Several times a month,Less frequently,182,82,2,1000,High
28,Well,No,Never,Sometimes,Always,Always,Often,Doesn't hold an ordinary or supported job,7,Average,Partner/spouse/boy-/girlfriend,Yes,Daily,Less frequently,Several times a month,185,81,3,0,High
20,Well,No,Often,Often,Sometimes,Sometimes,Often,Holds an ordinary or supported job,8,Average,Parents,No,Less frequently,Once a week,Less frequently,179,74,1,1000,High
17,Average,Yes,Sometimes,Rarely,Often,Rarely,Rarely,Holds an ordinary or supported job,8,Bad,Friends/colleagues,No,Once a month,Less frequently,Several times a month,168,65,2,150,High
47,Well,Yes,Rarely,Often,Rarely,Often,Rarely,Holds an ordinary or supported job,7,Good,Friends/colleagues,No,Once a month,Less frequently,Once a week,168,66,1,200,High
41,Well,No,Never,Always,Never,Always,Often,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Once a week,Once a month,Several times a month,168,85,0,1000,High
43,Well,No,Rarely,Often,Rarely,Rarely,Often,Holds an ordinary or supported job,9,Average,Friends/colleagues,Yes,Several times a month,Once a month,Less frequently,170,106,0,400,High
17,Well,No,Sometimes,Often,Sometimes,Often,Often,Doesn't hold an ordinary or supported job,7,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a month,Once a month,182,165,0,5000,High
54,Very well,No,Never,Often,Rarely,Sometimes,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Less frequently,Once a month,163,52,2,500,High
26,Very well,No,Rarely,Often,Rarely,Always,Always,Doesn't hold an ordinary or supported job,8,Good,Parents,Yes,Several times a week,Less frequently,Several times a month,180,85,1,300,High
36,Average,Yes,Often,Always,Sometimes,Always,Rarely,Holds an ordinary or supported job,8,Good,I dont share this with anyone,No,Once a month,Once a week,Once a month,172,70,2,0,Low
57,Average,No,Never,Always,Sometimes,Rarely,Always,Holds an ordinary or supported job,9,Average,I dont share this with anyone,Yes,Less frequently,Once a month,Less frequently,169,85,2,3500,Low
48,Very well,No,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a week,Less frequently,176,75,0,1500,High
48,Poor,Yes,Sometimes,Rarely,Always,Often,Sometimes,Holds an ordinary or supported job,4,Very bad,Siblings,No,Several times a month,Daily,Less frequently,181,80,0,4000,Medium
43,Very well,No,Never,Often,Rarely,Often,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Once a month,Once a month,171,102,3,500,High
52,Average,Yes,Sometimes,Sometimes,Always,Sometimes,Often,Doesn't hold an ordinary or supported job,2,Average,Siblings,Yes,Several times a month,Less frequently,Never,177,75,1,3000,High
56,Well,No,Rarely,Sometimes,Sometimes,Sometimes,Always,Holds an ordinary or supported job,7,Very good,Friends/colleagues,Yes,Daily,Less frequently,Never,194,78,5,400,High
26,Average,No,Sometimes,Sometimes,Always,Often,Always,Holds an ordinary or supported job,9,Very good,Friends/colleagues,No,Less frequently,Once a month,Less frequently,162,96,0,2000,High
49,Well,No,Never,Often,Sometimes,Often,Often,Holds an ordinary or supported job,6,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a month,Less frequently,159,55,1,3000,High
48,Well,Yes,Sometimes,Always,Often,Always,Always,Holds an ordinary or supported job,7,Very good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Less frequently,Once a month,177,67,0,2500,High
61,Well,No,Sometimes,Rarely,Always,Often,Often,Doesn't hold an ordinary or supported job,7,Good,Siblings,Yes,Several times a week,Several times a month,Less frequently,185,100,2,0,High
16,Very well,No,Rarely,Often,Never,Often,Always,Doesn't hold an ordinary or supported job,6,Average,Friends/colleagues,No,Several times a month,Refuse to answer,Less frequently,184,61,2,400,High
63,Very well,No,Never,Always,Never,Always,Often,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Less frequently,Less frequently,157,61,0,500,High
25,Poor,Yes,Sometimes,Rarely,Often,Rarely,Rarely,Doesn't hold an ordinary or supported job,7,Very bad,Friends/colleagues,No,Less frequently,Daily,Never,177,82,2,0,High
21,Well,No,Rarely,Always,Rarely,Sometimes,Often,Doesn't hold an ordinary or supported job,9,Good,Parents,No,Less frequently,Daily,Less frequently,185,72,0,500,High
62,Well,No,Rarely,Sometimes,Often,Often,Often,Holds an ordinary or supported job,7,Average,Children,Yes,Never,Several times a month,Never,164,48,3,0,High
58,Very well,No,Never,Sometimes,Rarely,Sometimes,Often,Holds an ordinary or supported job,8,Very good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Several times a week,Once a month,171,80,3,1000,High
58,Average,Yes,Rarely,Often,Sometimes,Often,Sometimes,,4,Average,Siblings,No,Less frequently,Less frequently,Less frequently,157,60,0,0,High
17,Very well,No,Never,Always,Rarely,Sometimes,Always,Doesn't hold an ordinary or supported job,9,Average,Friends/colleagues,No,Less frequently,Once a week,Once a month,174,68,1,1000,High
21,Average,No,Never,Often,Often,Often,Always,Doesn't hold an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Several times a week,Once a month,178,76,0,7000,High
59,Well,No,Rarely,Always,Sometimes,Always,Sometimes,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Several times a week,Less frequently,163,50,2,3000,High
53,Well,No,Never,Often,Sometimes,Sometimes,Often,Holds an ordinary or supported job,7,Average,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Once a week,Less frequently,167,77,1,4500,Medium
38,Well,No,Never,Often,Rarely,Often,Often,Holds an ordinary or supported job,9,Good,Friends/colleagues,Yes,Several times a month,Once a week,Less frequently,157,55,2,2000,High
58,Very well,No,Never,Always,Rarely,Sometimes,Always,Holds an ordinary or supported job,8,Good,I dont share this with anyone,Yes,Once a week,Several times a week,Never,178,73,4,400,High
20,Well,Yes,Never,Sometimes,Rarely,Often,Often,Holds an ordinary or supported job,7,Very good,Parents,No,Once a week,Daily,Once a month,178,67,3,300,High
20,Well,No,Rarely,Often,Sometimes,Often,Sometimes,Doesn't hold an ordinary or supported job,9,Average,Friends/colleagues,No,Several times a month,Several times a month,Once a month,160,56,0,100,High
54,Well,No,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a month,Several times a month,178,71,2,3000,High
